type,ID,Classification,sequence_length,k-mer_match
C,M01771:9:000000000-L7C7K:1:1105:8577:6621,Agathobacter rectalis (taxid 39491),301,2:10 131567:5 2:94 1239:5 186801:2 1783272:5 186801:5 39491:5 186803:33 2:21 186803:34 186801:3 2:1 186801:7 2:8 186801:14 2:6 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:19549:6621,Treponema succinifaciens DSM 2489 (taxid 869209),301,131567:2 0:16 2:3 0:10 1239:4 0:1 2:3 0:6 1239:4 2:5 1239:1 2:9 33958:4 2:7 0:8 2:5 0:7 2:5 0:8 869209:8 0:1 869209:6 0:21 869209:46 0:1 869209:1 0:13 869209:5 0:13 2:8 869209:25 2:2 869209:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:22103:6621,Nocardioides bizhenqiangii (taxid 3095076),301,0:17 2:11 1760:5 85015:4 85009:4 1760:5 85009:1 1760:9 85009:1 1760:1 85015:3 2:45 1760:12 85015:7 3095076:1 85009:5 3095076:4 85009:4 3095076:3 85009:9 1839:7 85009:5 1839:33 2:62 131567:7 2:2
C,M01771:9:000000000-L7C7K:1:1105:9113:6621,Segatella copri (taxid 165179),301,2:5 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 0:24 165179:27 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:3919:6621,Escherichia coli (taxid 562),301,2:7 131567:5 2:82 91347:5 2:9 0:20 562:4 0:2 562:2 2:32 131567:9 2:53 131567:8 2:18 562:1 0:1 2:5 0:4
C,M01771:9:000000000-L7C7K:1:1105:5971:6621,Pusillibacter faecalis (taxid 2714358),301,2:5 0:11 1236:2 2:6 0:5 2:1 216572:9 0:8 2714358:1 0:10 2:3 2714358:1 2:7 2714358:2 216572:5 1239:9 2:22 186801:3 2714358:7 0:7 2714358:3 0:31 2:2 1236:4 0:7 1670830:1 2:8 218208:1 1224:3 0:22 216572:1 0:5 216572:10 0:2 216572:4 2:5 0:21 2:12 131567:1
C,M01771:9:000000000-L7C7K:1:1105:13747:6621,Roseburia sp. 831b (taxid 1261635),301,2:4 0:4 562:2 91347:5 2:99 186801:1 2:1 1783272:7 186803:3 1261635:5 186803:33 2:21 186803:34 186801:3 2:1 186801:7 2:8 186801:14 2:6 131567:5 2:3 0:1
C,M01771:9:000000000-L7C7K:1:1105:6780:6621,Comamonas aquatica (taxid 225991),301,2:3 0:4 562:2 91347:5 131567:96 0:12 131567:2 0:15 225991:2 80864:13 80840:3 28216:12 1224:1 131567:3 1224:5 28216:2 131567:9 28216:2 2:2 28216:9 1224:2 131567:9 2:2 131567:52
C,M01771:9:000000000-L7C7K:1:1105:22249:6621,Cyclonatronum proteinivorum (taxid 1457365),301,0:77 3135646:5 0:5 2:16 1783272:2 0:114 1783272:3 0:6 2:5 1457365:2 1670830:1 2:7 1783270:5 68336:2 2:5 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:18475:6621,Segatella copri (taxid 165179),301,0:15 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:4
C,M01771:9:000000000-L7C7K:1:1105:10402:6622,Pusillibacter faecalis (taxid 2714358),301,2:5 0:11 1236:2 2:6 0:5 2:1 216572:9 0:8 2714358:1 0:10 2:3 2714358:1 2:7 2714358:2 216572:5 1239:9 2:22 186801:3 2714358:7 0:7 2714358:3 0:31 2:2 1236:4 0:7 1670830:1 2:8 218208:1 1224:3 0:22 216572:1 0:5 216572:11 2:1 216572:4 2:14 186801:5 2:19 131567:1
C,M01771:9:000000000-L7C7K:1:1105:11455:6622,Phocaeicola vulgatus (taxid 821),301,0:14 171549:5 2:3 909656:43 171549:3 815:1 200643:2 2:5 0:15 2:1 0:17 976:1 171549:7 909656:9 821:14 909656:1 821:16 909656:5 2:22 909656:37 2:36 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:9178:6622,Emticicia oligotrophica DSM 17448 (taxid 929562),301,0:90 2:2 171549:1 2:4 562:5 929562:4 0:2 577309:1 0:107 1783272:5 0:1 1783272:3 0:6 2:5 1457365:2 1670830:1 2:7 1783270:5 68336:2 2:5 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:27767:6622,Salmonella enterica subsp. enterica serovar Thompson (taxid 600),301,2:5 1351:2 2:4 131567:5 2:155 131567:9 2:53 600:9 2:5 600:5 2:5 600:2 91347:5 600:1 2:2
C,M01771:9:000000000-L7C7K:1:1105:6755:6622,Limnospira indica BM01 (taxid 2760438),301,0:26 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:4
C,M01771:9:000000000-L7C7K:1:1105:17507:6622,Faecalibacterium prausnitzii (taxid 853),301,2697027:2 0:10 2:132 216851:5 2:5 216851:2 2:4 216851:18 2:3 853:34 2:14 186801:1 216851:5 2:2 216851:18 2:5 216851:2 2:1 131567:3 2:1
C,M01771:9:000000000-L7C7K:1:1105:9389:6622,Ruminococcus champanellensis (taxid 1161942),301,131567:4 0:4 562:2 91347:5 2:18 1161942:2 216572:5 0:1 1161942:5 0:1 1161942:9 0:5 186801:5 2:2 0:7 32033:1 2:6 0:8 2:19 478749:2 2:5 593907:2 0:8 1263:5 0:28 2108523:4 0:5 186802:3 0:3 186802:13 2108523:5 0:1 2108523:1 0:11 39496:1 574697:5 186801:3 0:5 2:2 186801:1 2:16 216572:2 2:25 131567:2
C,M01771:9:000000000-L7C7K:1:1105:12236:6622,Sodalis ligni (taxid 2697027),301,2:4 2697027:6 91347:5 1236:2 2:153 131567:9 2:36 0:8 2:4 0:5 131567:6 0:8 2:12 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:7272:6622,Escherichia coli (taxid 562),301,2:2 562:5 91347:5 1236:2 2:153 131567:9 2:20 1236:17 2:5 1236:1 2:1 1236:4 2:5 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:9431:6622,Segatella copri (taxid 165179),301,0:55 165179:5 2974251:1 2:19 0:44 165179:5 0:138
C,M01771:9:000000000-L7C7K:1:1105:10107:6622,Limnospira indica BM01 (taxid 2760438),301,0:25 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 0:11 2:13 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:5
C,M01771:9:000000000-L7C7K:1:1105:8845:6622,Solibaculum mannosilyticum (taxid 2780922),301,0:1 131567:5 2:6 131567:5 2:18 1161942:2 216572:6 2780922:5 216572:10 0:10 135616:2 0:2 2:15 186801:5 2:19 186801:7 169435:2 216572:5 169435:2 216572:1 186802:4 0:38 186802:1 0:17 2780922:1 0:26 1160721:5 2:3 186801:1 2:16 216572:2 2:11 0:9 2:5
C,M01771:9:000000000-L7C7K:1:1105:22978:6622,Sodalis ligni (taxid 2697027),301,131567:1 0:2 2697027:4 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:19658:6622,Pontibacter sp. SGAir0037 (taxid 2571030),301,0:15 2:20 2571030:5 0:50 768507:2 0:1 768507:4 0:4 768507:5 563798:4 0:110 2:1 0:1 2:1 0:5 34098:1 0:5 768507:4 976:2 2:6 1783270:7 2:2 0:12
C,M01771:9:000000000-L7C7K:1:1105:18704:6622,Limnospira indica BM01 (taxid 2760438),301,0:29 544448:1 0:58 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:6 0:10 2:2 0:1 2:5 0:7 336810:1 0:5 2:5 0:2 2:1
C,M01771:9:000000000-L7C7K:1:1105:24560:6622,Pseudomonas sp. S34 (taxid 1573718),301,0:97 1573718:7 0:163
C,M01771:9:000000000-L7C7K:1:1105:18909:6623,Sodalis ligni (taxid 2697027),301,2:5 2697027:6 91347:5 2:8 1236:5 0:21 2937800:1 0:22 2:5 2758920:4 0:5 2:25 0:3 588673:4 2:5 0:96 2:2 0:1 1783272:1 0:4 201174:2 49319:5 0:4 2:5 0:2 2782163:1 2:19 131567:1
C,M01771:9:000000000-L7C7K:1:1105:3693:6623,Segatella copri (taxid 165179),301,0:1 2697027:5 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:2 0:68 28125:10 171552:4 28125:5 976:2 28125:4 171552:5 2:9 171552:8 171549:4 171552:8 171549:1 171552:7 0:6
C,M01771:9:000000000-L7C7K:1:1105:22521:6623,Geobacter sp. SVR (taxid 2495594),301,2:10 131567:5 2:16 200940:2 2:7 213422:1 200940:5 213422:5 2:15 213422:1 2:11 200940:1 213422:7 200940:5 2:1 200940:3 3031651:6 213422:5 200940:1 213422:13 2:11 213422:3 2:1 2495594:6 3031651:11 0:36 2:4 0:1 2:1 0:13 3031651:1 0:1 2:1 0:11 2:1 0:36 131567:5 0:3 2:1
C,M01771:9:000000000-L7C7K:1:1105:7874:6623,Butyrivibrio crossotus (taxid 45851),301,2:5 562:5 91347:5 2:18 1239:2 2:5 2763669:1 0:14 186803:1 2763669:1 186801:3 2:49 186801:2 2:5 1239:2 2:5 1239:2 0:5 45851:5 186803:6 0:1 45851:4 0:8 186803:10 0:1 2:5 186801:10 2:4 0:10 1229621:4 0:22 186801:4 39485:3 2:6 186801:19 2:1 186801:5 2:2 1239:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:14528:6623,Escherichia coli (taxid 562),301,2:2 562:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:11 0:5 2:2 0:11
C,M01771:9:000000000-L7C7K:1:1105:21568:6623,Buchnera aphidicola (taxid 9),301,2:5 0:4 562:2 91347:5 1236:2 2:14 0:2 1236:2 2:5 0:11 1345:5 0:5 2:5 0:14 1549855:2 0:3 28211:7 0:5 28211:4 0:68 2743772:5 0:13 207559:5 0:29 1129704:1 0:1 2:5 0:3 162289:5 0:17 9:5 0:7 2:1
C,M01771:9:000000000-L7C7K:1:1105:23122:6623,Sodalis ligni (taxid 2697027),301,0:1 2:5 2697027:1 0:3 131567:7 2:155 131567:9 2:53 131567:8 2:18 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:15514:6623,Salinispirillum sp. LH 10-3-1 (taxid 2952525),301,2:5 2697027:1 0:3 131567:7 2:51 1236:1 0:1 2952525:2 2:5 2952525:1 2:94 131567:9 2:53 131567:8 2:18 131567:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:5996:6623,Lawsonella clevelandensis (taxid 1528099),301,0:1 1351:5 0:5 2:5 1760:5 2:3 1783272:5 2:5 201174:1 85007:1 2:5 85007:6 1528099:11 1760:1 1528099:2 2:3 1760:9 2:5 1528099:8 1760:7 201174:1 1783272:4 1760:5 1528099:4 85007:9 1528099:2 85007:1 1528099:7 0:2 1528099:2 0:18 1528099:47 85007:13 1760:1 85007:1 1760:5 85007:1 2:6 1783272:1 2:18 0:18 131567:5 0:2 2:1
C,M01771:9:000000000-L7C7K:1:1105:7960:6623,Kineothrix sp. MB12-C1 (taxid 3070215),301,2:2 562:5 91347:5 2:13 1239:12 186801:1 1239:5 186801:1 1239:4 2:5 186801:1 2:1 186801:2 2:56 1239:2 2:5 186801:2 411486:1 186801:5 0:22 3070215:1 207244:2 0:2 3070215:6 186801:1 2:5 0:41 186803:3 186801:8 2:1 186801:7 2:8 186801:3 2:5 544448:5 2:2 0:7 544448:5 1491:1 0:3 1491:1
C,M01771:9:000000000-L7C7K:1:1105:26674:6623,Citrobacter enshiensis (taxid 2971264),301,2971264:1 2:5 131567:1 2:3 131567:7 2:155 131567:9 2:36 0:21 1236:1 0:21 131567:5 0:2
C,M01771:9:000000000-L7C7K:1:1105:12081:6623,Vescimonas fastidiosa (taxid 2714353),301,0:16 2:45 186826:1 2:34 382:2 1311:4 2:5 2892396:25 2714353:29 2892396:3 2714353:11 2892396:5 2714353:1 2892396:2 186802:5 2892396:5 2714353:13 216572:1 2714353:5 216572:3 2714353:1 216572:7 2:19 186801:5 2:19 131567:1
C,M01771:9:000000000-L7C7K:1:1105:10867:6623,Segatella copri (taxid 165179),301,0:19 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:8503:6624,Bacteroides helcogenes P 36-108 (taxid 693979),301,0:15 2:5 0:8 693979:5 0:33 816:3 0:1 200643:2 2:39 0:52 816:2 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:21 0:6 976:1 0:5 2:2 0:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:19240:6624,Limnospira indica BM01 (taxid 2760438),301,0:27 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:3
C,M01771:9:000000000-L7C7K:1:1105:26462:6624,Ligilactobacillus ruminis (taxid 1623),301,2:4 45668:4 2:13 33958:5 2:98 1783272:5 186826:3 91061:1 2:2 91061:5 2:4 2767887:4 1623:13 2767887:2 1783272:5 33958:1 1623:7 2:9 1783272:3 33958:5 91061:3 33958:9 1783272:1 33958:1 1783272:5 91061:1 1783272:5 2:2 1783272:1 2:35 0:11
C,M01771:9:000000000-L7C7K:1:1105:18771:6624,Bacteroides helcogenes P 36-108 (taxid 693979),301,0:2 562:5 0:10 2:5 0:8 693979:5 0:33 816:3 0:1 200643:2 2:39 0:52 816:2 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:33 0:7
C,M01771:9:000000000-L7C7K:1:1105:19813:6624,Paraprevotella clara (taxid 454154),301,0:2 1351:5 0:5 171549:13 454154:5 2:1 0:43 171552:5 0:6 171552:7 0:2 2:1 976:4 0:5 171552:4 0:108 292632:5 0:1 2:1 0:1 2:1 171549:2 2:7 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:18548:6624,Succinivibrio dextrinosolvens (taxid 83771),301,2:5 0:12 2:3 1236:3 83771:5 1236:1 83771:56 2:24 83771:22 0:39 131567:1 488447:3 131567:5 2:1 83771:2 1224:3 1236:7 0:15 83771:1 0:1 83771:5 157:5 712:2 1236:18 131567:1 2:1 1236:5 2:12 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:24919:6624,Segatella copri (taxid 165179),301,0:16 171549:8 454154:5 2:5 0:29 454154:10 2:5 171552:5 2:29 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:1
C,M01771:9:000000000-L7C7K:1:1105:6614:6624,Geodermatophilus obscurus DSM 43160 (taxid 526225),301,2:2 2697027:1 0:15 1423:3 0:6 1783272:3 0:14 1760:1 0:13 1760:1 2:5 1760:7 2:43 33877:5 1760:4 0:14 526225:1 0:13 526225:4 1760:6 1860:1 1760:1 1860:1 1760:5 2:3 1760:5 1860:1 1760:5 526225:8 1760:5 526225:9 1760:1 526225:8 2:34 0:1 2:2 131567:5 0:11
C,M01771:9:000000000-L7C7K:1:1105:12727:6624,Segatella copri (taxid 165179),301,0:4 2697027:3 0:3 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:34 0:5 171552:4 171549:3 0:87 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:17696:6624,Escherichia coli (taxid 562),301,2:3 0:4 562:2 91347:5 1236:2 2:15 1052:1 1236:2 2:5 0:20 2:6 0:2 2:9 28211:8 2:31 94:2 0:47 3035692:4 1236:5 1224:1 0:45 2:3 3003348:5 2:5 0:18 1690221:4 0:3 2:2 0:7 2:1
C,M01771:9:000000000-L7C7K:1:1105:25024:6624,Escherichia coli (taxid 562),301,2:10 131567:5 2:155 131567:9 2:20 562:3 0:19 2:1 0:5 91347:5 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:8720:6624,Segatella copri (taxid 165179),301,2:2 2697027:5 0:3 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:43 0:12 2974251:5 0:8 165179:4 0:5 165179:22 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:8062:6624,Haliscomenobacter hydrossis DSM 1100 (taxid 760192),301,0:1 91061:5 2697027:1 0:3 2:7 0:5 2:3 0:5 2:1 0:5 570161:5 0:38 313588:5 0:8 200644:2 2:1 976:13 2:5 0:85 760192:7 976:3 760192:5 2:3 976:1 2:43 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:5300:6624,Parabacteroides merdae (taxid 46503),301,70255:3 0:4 2:7 976:1 2:7 171549:5 2005525:5 0:17 200643:5 0:11 171549:3 200643:3 171549:10 2:1 171549:7 976:2 2:1 171549:4 976:9 171549:10 375288:30 171549:5 375288:10 171549:1 2005525:3 375288:5 976:6 375288:1 171549:1 976:3 375288:4 46503:7 375288:1 46503:5 0:8 46503:5 0:3 46503:1 0:4 186803:2 2:37 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:7225:6624,Aquella oligotrophica (taxid 2067065),301,2:2 562:5 91347:5 2:13 0:5 2067065:7 0:17 2067065:3 2:1 1224:5 0:1 1224:5 157:5 0:10 131567:5 0:5 2697027:3 2:6 1224:3 28216:2 1224:5 28216:10 1224:5 0:45 1987921:1 0:5 2:2 0:10 28216:5 0:19 131567:3 28216:1 131567:1 1224:8 2:7 131567:1 2:7 131567:5 2:7 131567:12
C,M01771:9:000000000-L7C7K:1:1105:7254:6625,Raoultella ornithinolytica (taxid 54291),301,2:9 131567:5 2:155 131567:9 1224:1 54291:1 0:18 2:6 0:5 2:22 131567:8 2:18 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:14543:6625,Mediterraneibacter gnavus (taxid 33038),301,2:1 131567:1 2:3 131567:7 2:25 186803:11 1239:5 186803:1 1239:3 2:49 186801:2 2:12 186803:7 0:33 33038:1 186803:6 1783272:1 186801:3 186803:5 2:8 0:7 33038:4 0:5 186801:2 0:7 186801:2 3028070:1 186801:7 2:1 186801:7 2:8 186801:2 2:25 131567:5
C,M01771:9:000000000-L7C7K:1:1105:16178:6625,Agathobacter rectalis (taxid 39491),301,0:8 2093:5 0:42 356:3 0:9 2:40 1239:5 186801:2 1783272:5 186801:5 39491:5 186803:19 0:13 186803:1 2:1 980445:5 0:10 2:5 186803:34 186801:3 2:1 186801:7 2:8 186801:2 2:25 91061:1 2:3
C,M01771:9:000000000-L7C7K:1:1105:27507:6625,Succinivibrio dextrinosolvens (taxid 83771),301,2:2 0:12 2:3 1236:3 83771:5 1236:1 83771:56 2:24 83771:22 0:39 131567:1 488447:3 131567:5 2:1 1224:5 0:27 83771:2 0:5 1236:8 0:11 1236:1 0:1 2:1 0:5 2:5 0:5 2:2 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:18629:6625,Phocaeicola coprophilus (taxid 387090),301,2:5 0:5 171552:5 0:1 171552:2 0:5 171552:9 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:43 171549:3 976:2 171549:6 387090:1 909656:5 387090:1 909656:3 387090:38 815:6 171549:6 815:8 387090:7 909656:1 387090:10 909656:2 387090:6 171549:3 387090:6 815:1 909656:1 2:36 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:9488:6625,Sodalis ligni (taxid 2697027),301,2:1 0:2 2697027:4 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:24508:6625,Sutterella faecalis (taxid 2584944),301,131567:4 0:4 131567:20 2:5 28216:7 40544:20 2:1 40544:10 995019:16 2:5 1224:5 2:9 1224:5 2584944:5 28216:7 2584944:3 40544:5 2584944:26 40544:10 1224:14 131567:11 2584944:13 131567:9 2:2 131567:51
C,M01771:9:000000000-L7C7K:1:1105:4884:6625,Segatella copri (taxid 165179),301,2697027:2 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:5
C,M01771:9:000000000-L7C7K:1:1105:21339:6625,Escherichia coli (taxid 562),301,0:1 131567:5 0:4 562:2 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:15327:6625,Blautia obeum A2-162 (taxid 657314),301,0:2 543:3 2:12 0:3 2:5 0:1 657314:3 0:1 1239:7 186801:1 1239:5 2:1 1239:4 2:58 1239:14 186801:3 1239:5 0:15 572511:5 0:7 186803:6 186801:1 2:5 1783272:1 186801:3 186803:5 186801:1 2:5 186803:34 186801:3 2:1 186801:7 2:8 186801:2 2:25 131567:5
C,M01771:9:000000000-L7C7K:1:1105:14497:6625,Legionella pneumophila subsp. pneumophila (taxid 91891),301,2:1 1351:2 2:4 131567:5 2:31 0:29 2:95 131567:9 2:53 131567:8 2:11 0:5 2:2 91891:7 1224:4 2:1
C,M01771:9:000000000-L7C7K:1:1105:7162:6625,Segatella hominis (taxid 2518605),301,0:16 171552:1 0:6 171552:8 2974251:6 2518605:3 171552:5 2518605:5 171552:5 2518605:1 171552:5 2974251:1 171552:5 2:43 2518605:7 2974251:5 2518605:37 2974251:3 2518605:21 2974251:5 2518605:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:3
C,M01771:9:000000000-L7C7K:1:1105:8738:6625,Limnospira indica BM01 (taxid 2760438),301,0:25 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:5
C,M01771:9:000000000-L7C7K:1:1105:21260:6625,Egicoccus halophilus (taxid 1670830),301,0:23 2691354:5 0:52 3135646:5 0:5 2:16 1783272:2 0:28 338963:5 0:73 562:1 0:1 1783272:5 0:1 1783272:3 0:6 2:5 1457365:2 1670830:1 2:7 1783270:5 68336:2 2:5 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:6726:6625,Komagataeibacter nataicola (taxid 265960),301,2:2 0:19 2:9 0:3 2:5 0:34 2775080:3 0:5 28211:10 2:5 28211:4 204441:5 265960:5 0:60 2:3 0:38 2918170:3 0:1 2:22 28211:3 2:14 28211:3 2:11
C,M01771:9:000000000-L7C7K:1:1105:10132:6626,Faecalibacterium prausnitzii (taxid 853),301,2:2 0:10 2:132 216851:5 2:5 216851:2 2:4 216851:1 0:7 216851:3 0:24 853:20 2:14 186801:1 216851:5 2:2 216851:18 2:5 216851:2 2:1 131567:3 2:1
C,M01771:9:000000000-L7C7K:1:1105:19304:6626,Sodalis ligni (taxid 2697027),301,2:4 2697027:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:16 0:11
C,M01771:9:000000000-L7C7K:1:1105:21599:6626,Segatella copri (taxid 165179),301,562:5 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:5 0:2 2974251:5 0:1 165179:15 0:5 165179:18 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:1 0:1
C,M01771:9:000000000-L7C7K:1:1105:12692:6626,Serpentinicella alkaliphila (taxid 1734049),301,131567:4 2:18 33958:5 2:98 1783272:52 2:5 0:15 186801:24 2:1 186801:7 2:8 186801:2 2:18 0:2 1734049:5 0:3
C,M01771:9:000000000-L7C7K:1:1105:4918:6626,Segatella hominis (taxid 2518605),301,562:4 0:12 171552:15 2974251:6 2518605:3 171552:5 2518605:5 171552:5 2518605:1 171552:5 2974251:1 171552:5 2:43 2518605:7 2974251:5 2518605:37 2974251:3 2518605:21 2974251:5 2518605:3 2974251:4 171552:7 2974251:9 171552:11 2:35 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:17491:6626,Megamonas funiformis (taxid 437897),301,0:8 2:7 158846:8 1843491:5 158846:5 1843491:5 2:8 1239:5 2:5 1239:1 2:25 1783272:2 2:22 1239:3 2:7 1239:2 2:5 1239:8 437897:31 1843491:23 437897:21 1843491:7 158846:4 1843491:1 2:2 1239:1 2:1 1239:9 2:7 1239:1 2:3 1239:15 2:10
C,M01771:9:000000000-L7C7K:1:1105:15958:6626,Segatella copri (taxid 165179),301,1351:2 0:5 171552:22 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:5
C,M01771:9:000000000-L7C7K:1:1105:5034:6626,Pseudomonas aeruginosa (taxid 287),301,2:1 131567:16 2:26 0:5 2:1 0:79 2:1 135621:2 0:46 287:5 0:14 287:9 0:62
C,M01771:9:000000000-L7C7K:1:1105:24319:6626,Segatella copri (taxid 165179),301,0:2 131567:5 0:1 1783272:2 171552:24 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:7 0:32 2:3
C,M01771:9:000000000-L7C7K:1:1105:21064:6627,Prevotella denticola (taxid 28129),301,0:62 838:3 171552:3 0:26 2:3 0:11 2:5 0:71 28129:3 0:33 171552:5 171549:2 2:7 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:21629:6627,Escherichia coli (taxid 562),301,2:5 562:5 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:5650:6627,Bacteroides helcogenes P 36-108 (taxid 693979),301,0:15 2:5 0:8 693979:5 0:33 816:3 0:1 200643:2 2:39 0:52 816:2 815:6 171549:6 815:8 0:26 2974251:3 0:6 815:1 693979:1 2:1 171549:2 2:33 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:20937:6627,Escherichia coli (taxid 562),301,2:1 562:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:7
